horizon,fold,train_end,test_start,test_end,n_train,n_opt_train,n_opt_val,n_test,model,mae,rmse,dir_acc,skill_vs_naive,skill_vs_ar1
1,2,2012,2013,2016,10681,9805,876,876,lgbm,0.02400770915479187,0.04536288864398459,0.7945205479452054,0.27917512767972974,0.1283002978767589
1,2,2012,2013,2016,10681,9805,876,876,catboost,0.024187229982715337,0.04526517339045216,0.7819634703196348,0.2737850641367059,0.1217820477923034
1,2,2012,2013,2016,10681,9805,876,876,xgboost,0.024359947070479393,0.04600871354341507,0.7853881278538812,0.268599271774292,0.11551082134246826
1,2,2012,2013,2016,10681,9805,876,876,ensemble_lgbm_prior,0.024662180521149796,0.046897043702215487,0.7888127853881278,0.25952480469178807,0.10453699370541836
1,2,2012,2013,2016,10681,9805,876,876,ensemble_lgbm_ridge_prior,0.02581153114617477,0.04784860073384882,0.773972602739726,0.22501586790847616,0.06280504039785106
1,2,2012,2013,2016,10681,9805,876,876,ensemble_lgbm_catboost_xgboost,0.023680600022619173,0.04518510585317237,0.7990867579908676,0.28899648951450163,0.14017735500196227
1,2,2012,2013,2016,10681,9805,876,876,ensemble_lgbm_cat_xgb_ridge_prior,0.023958069443379113,0.04561953236564763,0.7842465753424658,0.28066554637859054,0.1301026739957376
1,1,2016,2017,2020,11557,10681,876,876,naive_persistence,0.05207672715187073,0.09529262036085129,0.6495433789954338,0.0,-0.10370242595672607
1,1,2016,2017,2020,11557,10681,876,876,ar1_lag1_honest,0.04718366637825966,0.0786997377872467,0.617579908675799,0.09395867586135864,0.0
1,1,2016,2017,2020,11557,10681,876,876,ridge,0.050089213997125626,0.08108559250831604,0.5810502283105022,0.03816509246826172,-0.06157946586608887
1,1,2016,2017,2020,11557,10681,876,876,lgbm,0.04642872374011302,0.07991655987713649,0.6038812785388128,0.10845542184873691,0.01600008426845123
1,1,2016,2017,2020,11557,10681,876,876,catboost,0.045714661755268796,0.07851896074972177,0.6232876712328768,0.12216715113544518,0.031133753176665446
1,1,2016,2017,2020,11557,10681,876,876,xgboost,0.045956023037433624,0.07937124371528625,0.636986301369863,0.11753243207931519,0.026018381118774414
1,1,2016,2017,2020,11557,10681,876,876,ensemble_lgbm_prior,0.04628080301765091,0.08157931993210235,0.632420091324201,0.11129585999744629,0.019135082750261878
1,1,2016,2017,2020,11557,10681,876,876,ensemble_lgbm_ridge_prior,0.04632027858697354,0.08129274940088799,0.6404109589041096,0.11053783291929475,0.018298446423483883
1,1,2016,2017,2020,11557,10681,876,876,ensemble_lgbm_catboost_xgboost,0.045734045795457,0.07906184588067065,0.6198630136986302,0.1217949303518373,0.030722932193980257
1,1,2016,2017,2020,11557,10681,876,876,ensemble_lgbm_cat_xgb_ridge_prior,0.04562584824645112,0.07956685049069592,0.6358447488584474,0.1238725868199625,0.033016046682763034
1,0,2020,2021,2024,12433,11557,876,644,naive_persistence,0.05051945894956589,0.07737551629543304,0.7624223602484472,0.0,-0.5626574754714966
1,0,2020,2021,2024,12433,11557,876,644,ar1_lag1_honest,0.032329194247722626,0.05968329310417175,0.7919254658385093,0.3600645065307617,0.0
1,0,2020,2021,2024,12433,11557,876,644,ridge,0.04369372874498367,0.0674060806632042,0.5248447204968945,0.13511091470718384,-0.3515254259109497
1,0,2020,2021,2024,12433,11557,876,644,lgbm,0.03238008280381424,0.05975933542532538,0.7375776397515528,0.3590572132583679,-0.0015740743707277627
1,0,2020,2021,2024,12433,11557,876,644,catboost,0.033559028150639846,0.05927921138264709,0.6816770186335404,0.3357207529846632,-0.03804096982725924
1,0,2020,2021,2024,12433,11557,876,644,xgboost,0.032568126916885376,0.058106932789087296,0.734472049689441,0.355334997177124,-0.007390618324279785
1,0,2020,2021,2024,12433,11557,876,644,ensemble_lgbm_prior,0.030167907155292044,0.05709268020137391,0.7686335403726708,0.4028457987760917,0.06685248867849003
1,0,2020,2021,2024,12433,11557,876,644,ensemble_lgbm_ridge_prior,0.03172037102642099,0.05798378292661567,0.7282608695652174,0.3721157810085066,0.018831994903322546
1,0,2020,2021,2024,12433,11557,876,644,ensemble_lgbm_catboost_xgboost,0.03199564254940513,0.0583671772843279,0.765527950310559,0.3666669593325075,0.01031735266154965
1,0,2020,2021,2024,12433,11557,876,644,ensemble_lgbm_cat_xgb_ridge_prior,0.030589640122062205,0.057000322514655935,0.7577639751552795,0.3944978675919675,0.0538075311228321
3,4,2003,2004,2007,8701,7848,853,867,naive_persistence,0.07528482377529144,0.11840690672397614,0.7923875432525952,0.0,-0.11865901947021484
3,4,2003,2004,2007,8701,7848,853,867,ar1_lag1_honest,0.06729917228221893,0.09859714657068253,0.7877739331026529,0.10607254505157471,0.0
3,4,2003,2004,2007,8701,7848,853,867,ridge,0.08563069254159927,0.11731181293725967,0.698961937716263,-0.13742303848266602,-0.2723884582519531
