horizon,fold,train_end,test_start,test_end,n_train,n_opt_train,n_opt_val,n_test,model,mae,rmse,dir_acc,skill_vs_naive,skill_vs_ar1
1,4,2004,2005,2008,8935,8077,858,870,naive_persistence,0.041631873697042465,0.07178971916437149,0.7034482758620689,0.0,-0.07284915447235107
1,4,2004,2005,2008,8935,8077,858,870,ar1_lag1_honest,0.03880496695637703,0.05278143286705017,0.7080459770114943,0.06790244579315186,0.0
1,4,2004,2005,2008,8935,8077,858,870,ridge,0.03894870728254318,0.05489875748753548,0.664367816091954,0.06444978713989258,-0.0037041902542114258
1,4,2004,2005,2008,8935,8077,858,870,lgbm,0.033696166437198166,0.04991082777375833,0.7126436781609196,0.19061614467782295,0.13165326296816515
1,4,2004,2005,2008,8935,8077,858,870,catboost,0.0327800600841496,0.04866642969181171,0.7126436781609196,0.21262107195337943,0.15526122929057995
1,4,2004,2005,2008,8935,8077,858,870,xgboost,0.03289884328842163,0.04880252107977867,0.7080459770114943,0.2097678780555725,0.15220022201538086
1,4,2004,2005,2008,8935,8077,858,870,hb_country,0.04945698752999306,0.07518311589956284,0.6114942528735632,-0.1879596710205078,-0.2745014429092407
1,4,2004,2005,2008,8935,8077,858,870,ensemble_lgbm_prior,0.034331855685302025,0.05160956294150771,0.7068965517241379,0.1753468523867816,0.11527161654598228
1,4,2004,2005,2008,8935,8077,858,870,ensemble_lgbm_ridge_prior,0.03514189276693564,0.05289843315756461,0.7091954022988506,0.15588971510950456,0.09439704441854746
1,4,2004,2005,2008,8935,8077,858,870,ensemble_lgbm_catboost_xgboost,0.03266497513493527,0.048696042601066504,0.7114942528735633,0.21538541905079345,0.15822695657347396
1,4,2004,2005,2008,8935,8077,858,870,ensemble_lgbm_cat_xgb_ridge_prior,0.033301300169876195,0.04952749221537184,0.7103448275862069,0.2001008551233685,0.1418289259900114
1,4,2004,2005,2008,8935,8077,858,870,ensemble_lgbm_hb,0.03846254283330804,0.05476694142661692,0.6632183908045977,0.07612750958070791,0.008824234368088102
1,3,2008,2009,2012,9805,8935,870,876,naive_persistence,0.05713280290365219,0.08581165969371796,0.4828767123287671,0.0,-0.7082884311676025
1,3,2008,2009,2012,9805,8935,870,876,ar1_lag1_honest,0.033444471657276154,0.06138515844941139,0.7579908675799086,0.41461873054504395,0.0
1,3,2008,2009,2012,9805,8935,870,876,ridge,0.03701232746243477,0.06464192271232605,0.6335616438356164,0.35217028856277466,-0.10668003559112549
1,3,2008,2009,2012,9805,8935,870,876,lgbm,0.030390665751789486,0.06054381155622527,0.747716894977169,0.4680697566503117,0.09130973683126742
1,3,2008,2009,2012,9805,8935,870,876,catboost,0.030778458740306443,0.06038406734638093,0.7180365296803652,0.4612821850835723,0.07971460707437117
1,3,2008,2009,2012,9805,8935,870,876,xgboost,0.031920745968818665,0.06137196719646454,0.6860730593607306,0.44128865003585815,0.04555988311767578
1,3,2008,2009,2012,9805,8935,870,876,hb_country,0.044204145669937134,0.07767532765865326,0.6552511415525114,0.22629129886627197,-0.32171761989593506
1,3,2008,2009,2012,9805,8935,870,876,ensemble_lgbm_prior,0.031169450710499307,0.06110863854298066,0.6997716894977168,0.4544386214857522,0.06802382678040886
1,3,2008,2009,2012,9805,8935,870,876,ensemble_lgbm_ridge_prior,0.03384871333884191,0.06256991153900365,0.6358447488584474,0.40754327429158665,-0.012086950743556146
1,3,2008,2009,2012,9805,8935,870,876,ensemble_lgbm_catboost_xgboost,0.029989269180540908,0.05990699661650198,0.7271689497716894,0.4750954328091638,0.10331161790033938
1,3,2008,2009,2012,9805,8935,870,876,ensemble_lgbm_cat_xgb_ridge_prior,0.030507073764100636,0.06017373650914185,0.7168949771689498,0.4660322579386267,0.0878291014215038
