horizon,mae_eco,mae_conformal,mae_hard_routed,mae_solution_v2,mae_oracle_v2,imp_conformal_pct,imp_solution_v2_pct,imp_oracle_v2_pct
1,0.02670642684759378,0.027199896009273705,0.0267643551633023,0.02682889542890593,0.019324130821674907,-1.847754342039161,-0.45857344380454274,27.642395098556616
3,0.06138793782490546,0.06008766670498825,0.059955101198978455,0.0598270045757057,0.04040653442217126,2.1181215170086376,2.542736088727969,34.17838120345186
5,0.07835517924550091,0.0791039810207177,0.07739906520003062,0.07759763799800498,0.05153609449574609,-0.9556506441911847,0.9668043067356321,34.22758394276119
