trial,mae,n_estimators,learning_rate,num_leaves,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,boosting_type,random_state,n_jobs,verbosity
137,0.022754884885080144,1295,0.019017936521614574,25,63,0.6127318733664145,0.5550798192594029,0.5524644819479005,0.005530315677485241,gbdt,0,-1,-1
138,0.02286435933615183,736,0.011639506360765033,22,66,0.6627059331107634,0.5821088190494529,0.7885573671224526,0.0073900418436868495,gbdt,0,-1,-1
139,0.022818294641511833,3257,0.014318654901605644,15,70,0.6972135087215268,0.5430432159240933,1.1104178413582324,0.010708125338400811,gbdt,0,-1,-1
140,0.02282869727502911,3152,0.016778567318773478,18,57,0.5957986529189817,0.5221671734964999,0.6739671893961103,0.003600473381843917,gbdt,0,-1,-1
141,0.022936124481263417,2960,0.012419201500003554,24,72,0.6292394723030132,0.5674465973872096,0.44455258864377617,0.16235821408179202,gbdt,0,-1,-1
142,0.02299671633405374,2874,0.013133374618504395,20,68,0.6400957145725593,0.5961221020589214,1.2665681709765915,0.01557800859321273,gbdt,0,-1,-1
143,0.023247982239763054,1909,0.011990530268799714,17,65,0.5709686758312477,0.5540838978138067,1.6392730082853422,0.008920659997014264,gbdt,0,-1,-1
144,0.022886715872817456,3026,0.010952647027642218,22,62,0.5852931325347853,0.535488620077585,0.9074713078550724,0.030025231957900064,gbdt,0,-1,-1
145,0.023459401280250935,2738,0.017993532023165237,123,74,0.6127224201067889,0.5759772143264813,1.0294744578868191,0.012322113410429715,gbdt,0,-1,-1
146,0.022947060953911576,3113,0.015643378870814056,27,70,0.5426282381198447,0.6063235344385147,0.5228074932827511,0.09124170501504933,gbdt,0,-1,-1
147,0.02300345151981976,3347,0.013774123432558788,20,67,0.6468777226617272,0.5650665061516585,0.7110074561348071,0.02278449054300422,gbdt,0,-1,-1
148,0.022791061626818102,2932,0.012818553039704531,15,64,0.5553123134405729,0.5870219447998724,0.3728441044551041,0.006087398173422022,gbdt,0,-1,-1
149,0.02285018476900135,3185,0.0213634414838913,25,61,0.6004479456274744,0.5482318540425463,1.966766461805209,0.03451088291840478,gbdt,0,-1,-1
150,0.022981544885594663,3438,0.014743948982956681,30,78,0.6170751345754999,0.6135349365594913,1.3828324725405639,0.007415436909189649,gbdt,0,-1,-1
151,0.02295486840047361,3026,0.02467986098444275,19,82,0.5260569970506359,0.8247368512911477,0.8423038744725202,0.018722657460708534,gbdt,0,-1,-1
152,0.024121135564300403,2794,0.09240778392287254,17,6,0.5229223789241938,0.75874763781644,1.0167506277566984,0.013761179677114222,gbdt,0,-1,-1
153,0.023111836540912558,2969,0.019756483015176882,22,80,0.5327777869025615,0.8005110177009104,0.585032073706149,1.0226031692666129,gbdt,0,-1,-1
154,0.023103644030110417,2858,0.03942799701477198,19,88,0.5026859778494104,0.5992195733781845,0.11956863133461448,0.025735077901278172,gbdt,0,-1,-1
155,0.022816916039523943,3301,0.016508335529760634,24,72,0.658727644653569,0.5270741179453811,1.1792740032325144,0.004182951725862433,gbdt,0,-1,-1
156,0.023043168895278295,2690,0.011274479256937035,50,68,0.5154697209793145,0.7699121076458575,0.786769776495569,0.04044908971384403,gbdt,0,-1,-1
157,0.023450417269493373,3226,0.03426470749899163,17,17,0.6317015165932737,0.5763995046781857,1.4992454914866489,0.0174414071457302,gbdt,0,-1,-1
158,0.02305992653923864,3070,0.0189473662244919,62,76,0.5465513430871511,0.7420335598574699,0.09461160230238726,0.020888422411344726,gbdt,0,-1,-1
159,0.022831661393418887,2493,0.01525889099742207,21,59,0.5790538697139586,0.7261294492831993,0.44245520348461403,0.010542152275203394,gbdt,0,-1,-1
160,0.02328747204358807,2966,0.01413557522179744,27,95,0.5620319525364632,0.559683174549741,0.9199570306636063,0.04589582084057755,gbdt,0,-1,-1
161,0.02283286930210574,3565,0.0728359796196411,15,66,0.6687714142649195,0.629703026039418,0.1973851073864698,2.671110182689055,gbdt,0,-1,-1
