trial,mae,n_estimators,learning_rate,num_leaves,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,boosting_type,random_state,n_jobs,verbosity
50,0.07030963396717659,3572,0.014715140827201108,111,33,0.8100310794066385,0.8486903400535597,0.4109945733427883,0.13142371439999118,gbdt,0,-1,-1
51,0.07026775130778458,3119,0.012822319646995371,122,49,0.7591047082570219,0.6793825549204213,0.6788949789684013,0.006089686492789939,gbdt,0,-1,-1
52,0.06866910979424387,3251,0.010117891214971893,120,38,0.8175360770097561,0.7422022739546554,0.1465909504498867,0.023539462735812353,gbdt,0,-1,-1
53,0.0705264986632346,3831,0.010554040432389259,119,26,0.8182092258436905,0.7546993190484939,0.04803227198376742,0.01943523960315347,gbdt,0,-1,-1
54,0.07101928052195237,3321,0.016558659167148077,104,20,0.7797237160283595,0.8085842657611214,0.02364220471774437,0.034354594999363726,gbdt,0,-1,-1
55,0.07434600522053424,3809,0.01212182793523796,15,15,0.659010081090847,0.7170155429284497,0.07112659542490535,0.06417887322620948,gbdt,0,-1,-1
56,0.07147969945846931,3217,0.01780676311575368,113,90,0.6014215263778728,0.7724168381042666,0.1276331274712548,0.005838811483765432,gbdt,0,-1,-1
57,0.06959983706624218,3580,0.020849232097624414,127,71,0.500815758917195,0.7435381946905978,0.013648662199932764,0.10351576336179909,gbdt,0,-1,-1
58,0.07026971501599831,1216,0.014457136587467702,120,42,0.8514277332923677,0.641743072464399,0.18203077503018936,0.038770016696309764,gbdt,0,-1,-1
59,0.07274051626314143,2668,0.027207167321093084,109,7,0.7273018976414235,0.7304462342494185,0.004559900844556566,1.4886297321181734,gbdt,0,-1,-1
60,0.0718957035715581,2887,0.022390653802477147,79,63,0.9650273748335262,0.5732839099593396,4.022793826039741,2.8821391005775503,gbdt,0,-1,-1
61,0.06938519693583418,3068,0.010041425817353787,117,37,0.9175589862993856,0.6970737730865885,1.488341831067469,0.020039170937569847,gbdt,0,-1,-1
62,0.0694609246196169,3226,0.013881000723011678,115,49,0.8836972753637574,0.6705601947326364,0.5278502304435589,0.00887300828868817,gbdt,0,-1,-1
63,0.07253907895456296,3457,0.01273058129687723,22,31,0.8698477335560691,0.7947430286804027,2.072688474934194,0.014828255299917329,gbdt,0,-1,-1
64,0.06933630260455431,3586,0.016564374967457312,124,33,0.8322913892026985,0.703172715155168,3.532259867622286,0.023533116580325787,gbdt,0,-1,-1
65,0.0709768724839829,3725,0.010892599412411557,111,24,0.7016039289514243,0.7623351924400814,0.19808916856719233,0.030740920836534538,gbdt,0,-1,-1
66,0.06956906673402549,3405,0.018351975183516528,121,35,0.5600870293432871,0.7308742295925376,1.8948939110982501,0.27023227955312584,gbdt,0,-1,-1
67,0.07006286103860607,3868,0.019381919005096268,127,17,0.5242040858698951,0.5312559946971049,0.35644930379355044,4.818455203876237,gbdt,0,-1,-1
68,0.07140179452673774,3124,0.024156832804129388,101,55,0.6398910056844561,0.6154607815576353,0.948376038055381,0.04802608179845142,gbdt,0,-1,-1
69,0.07285663045144739,3668,0.1485123540255664,92,20,0.9995442368776655,0.7737657440002248,2.576156186239714,0.17228542292286153,gbdt,0,-1,-1
70,0.07055531412316257,2733,0.015929522616773436,106,26,0.9350706296377735,0.751749076416409,3.740354814488927,0.5128541603592458,gbdt,0,-1,-1
71,0.07038138494626357,3300,0.01871510095580083,84,15,0.7221935704807374,0.7820947123050954,1.50334839554794,2.9283556737268417,gbdt,0,-1,-1
72,0.07363321998742398,3486,0.012998164782694773,73,8,0.7452647943238315,0.8316394198486903,0.5419324221487614,2.3252069521495375,gbdt,0,-1,-1
73,0.06951546617849265,3309,0.017516484720562688,96,18,0.7373569257999701,0.7876426449571525,4.906590629882671,2.2177489673476987,gbdt,0,-1,-1
74,0.06881295460080106,2982,0.02089172342498602,81,12,0.6673683548812739,0.8066801408262864,1.47921273159306,0.9430113609413978,gbdt,0,-1,-1
75,0.07003243730606641,2951,0.02166247200532176,89,12,0.6113485736840655,0.8120980463874629,1.2249150868235568,1.056729534169874,gbdt,0,-1,-1
76,0.06928027745055972,3935,0.030956225659041874,80,7,0.6637501688770733,0.8525142900856018,0.8178230640441982,0.7223180450476178,gbdt,0,-1,-1
77,0.06906524970508549,2445,0.023207388997332594,88,21,0.6374835924445106,0.6619705438732706,2.322745322155173,1.3333418226590483,gbdt,0,-1,-1
78,0.07011159452592058,3715,0.03428832355590066,77,28,0.5657472358220953,0.7239153601940665,3.0000218833269736,0.2546739494687915,gbdt,0,-1,-1
79,0.06867583995085459,3009,0.020233949246115136,123,12,0.588255755323864,0.8849836450803122,1.820077202596277,0.3882226614828072,gbdt,0,-1,-1
80,0.07159661538333253,2804,0.02639856819418828,49,11,0.5380840105072358,0.8792026634891011,3.5807384236549265,0.3865247880085958,gbdt,0,-1,-1
81,0.07125761426761762,3013,0.014226034191999479,123,13,0.5897383015387397,0.9726967668968487,1.8773729404992587,0.5522283685533995,gbdt,0,-1,-1
82,0.0706202080061149,2885,0.021030971570324946,116,24,0.6843651731663041,0.8033013603142152,1.1410962568249143,1.7634089031471563,gbdt,0,-1,-1
83,0.06948651998369125,3181,0.10741973849255425,110,16,0.514015384950897,0.9004149069793501,2.6429967581391893,0.7336161516954229,gbdt,0,-1,-1
84,0.07018837608619928,3782,0.016563827463063743,119,6,0.7066233949440536,0.6883918684238987,1.7676946251127506,0.15104301323456365,gbdt,0,-1,-1
85,0.07063527088828495,3524,0.020154112949057834,113,45,0.6687520792401548,0.7102489263353566,1.3831835007879831,0.9043507465682749,gbdt,0,-1,-1
86,0.0723164562597262,2594,0.015040621121749356,125,10,0.5420137186394319,0.933449431828888,0.2728273978925295,0.33702897316087344,gbdt,0,-1,-1
87,0.07054784933256751,3392,0.012181890944649354,98,19,0.6247466173501475,0.642127627428466,0.5966307387196321,0.025870319765773402,gbdt,0,-1,-1
88,0.07075897704098949,3047,0.05803237721871049,104,38,0.5851012529646223,0.7433637356119538,4.313876402634097,0.23542407472140967,gbdt,0,-1,-1
89,0.0719794563927053,3630,0.025456788245084357,68,22,0.6032302785358524,0.8247368512911477,0.7973525054352181,0.016727994619049887,gbdt,0,-1,-1
90,0.06941519334208328,3900,0.027981726417611878,87,14,0.5112130149167232,0.7611719794503539,3.1351946799579995,0.012144562668429545,gbdt,0,-1,-1
91,0.06918679770420505,1997,0.022550240477505104,92,20,0.6498310666770802,0.6526340753175011,2.206698511974301,1.2210494226824309,gbdt,0,-1,-1
92,0.07022411042613429,2182,0.023123280632010905,117,42,0.6344030047973006,0.6761863720954883,2.327308873465804,1.3447405559559298,gbdt,0,-1,-1
93,0.0691030093476902,4000,0.019031703713802216,76,22,0.6868298432865771,0.6590722866095396,2.8902407160059806,0.10978308137224103,gbdt,0,-1,-1
94,0.0727330276563556,2474,0.023880249636199,82,25,0.6449814652369559,0.6318786984838298,1.042869983061605,0.43601285173736837,gbdt,0,-1,-1
95,0.07062177988582788,3265,0.02072334672082315,113,29,0.563380363047541,0.6905704285138313,0.07507104609164267,0.6455051615401118,gbdt,0,-1,-1
96,0.06986707245193843,3116,0.017379045103671033,87,33,0.6709549613029948,0.6677760265444829,4.256161350123042,0.08057559614447572,gbdt,0,-1,-1
97,0.06895179641079659,3529,0.019650359561558226,122,16,0.6160262200186428,0.7111550959187263,2.281562766550454,1.4954826918286577,gbdt,0,-1,-1
98,0.07052295191455064,3501,0.015801178603460742,121,13,0.6097017958783764,0.7373321160743883,1.572626278636992,0.0017718918263121745,gbdt,0,-1,-1
99,0.07042402735143695,3414,0.019793367057237474,108,10,0.978744267042518,0.7249990004311108,3.4069393460995627,3.508064668987224,gbdt,0,-1,-1
