timestamp,goldstein_score_mean,avg_tone_mean,event_count_total,verbal_coop_count,material_coop_count,verbal_conflict_count,material_conflict_count,protest_count,country_iso3,conflict_cooperation_ratio,conflict_intensity_pct
2023-09-10,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-09-17,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-09-24,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-10-01,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-10-08,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-10-15,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-10-22,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-10-29,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-11-05,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-11-12,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-11-19,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-11-26,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-12-03,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-12-10,1.9,-1.11888111888112,1,1,0,0,0,0,VEN,0.5,0.0
2023-12-17,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-12-24,,,0,0,0,0,0,0,VEN,1.0,0.0
2023-12-31,,,0,0,0,0,0,0,VEN,1.0,0.0
2024-01-07,-3.29,-5.246114455860217,13,5,0,0,8,0,VEN,1.5,0.6153841420121985
2024-01-14,3.0,0.95693779904307,1,1,0,0,0,0,VEN,0.5,0.0
2023-01-08,2.8,0.9440813362382,2,2,0,0,0,0,VNM,0.3333333333333333,0.0
2023-01-15,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-01-22,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-01-29,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-02-05,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-02-12,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-02-19,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-02-26,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-03-05,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-03-12,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-03-19,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-03-26,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-04-02,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-04-09,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-04-16,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-04-23,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-04-30,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-05-07,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-05-14,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-05-21,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-05-28,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-06-04,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-06-11,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-06-18,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-06-25,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-07-02,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-07-09,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-07-16,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-07-23,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-07-30,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-08-06,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-08-13,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-08-20,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-08-27,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-09-03,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-09-10,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-09-17,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-09-24,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-10-01,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-10-08,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-10-15,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-10-22,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-10-29,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-11-05,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-11-12,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-11-19,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-11-26,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-12-03,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-12-10,0.4,0.9440813362382,1,1,0,0,0,0,VNM,0.5,0.0
2023-12-17,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-12-24,,,0,0,0,0,0,0,VNM,1.0,0.0
2023-12-31,,,0,0,0,0,0,0,VNM,1.0,0.0
2024-01-07,2.837109243697479,-0.6805381849712242,53,51,2,0,0,0,VNM,0.018518518518518517,0.0
2024-01-14,-0.9273809523809523,-1.070260805200427,18,15,0,0,3,0,VNM,0.25,0.16666657407412552
2024-01-14,0.0,-2.91120815138283,2,2,0,0,0,0,WAF,0.3333333333333333,0.0
2024-01-07,2.1999999999999997,-1.30293159609121,3,3,0,0,0,0,WSM,0.25,0.0
2024-01-07,1.9125,-1.6933028919330249,6,5,0,1,0,0,WST,0.3333333333333333,0.16666638888935187
2024-01-14,5.723809523809524,-1.604019371458752,9,7,0,2,0,0,WST,0.375,0.22222197530891633
2024-01-07,-0.8833333333333335,-4.334475424108529,24,16,2,1,5,0,YEM,0.3684210526315789,0.24999989583337673
2024-01-14,-3.885358617131063,-5.308675480164305,78,30,5,20,23,0,YEM,1.2222222222222223,0.5512819806048742
2024-01-07,1.1375,-4.687471421732985,11,6,3,0,2,0,ZAF,0.3,0.1818180165290759
2024-01-14,2.053037037037037,-3.272777085134609,45,35,6,3,1,0,ZAF,0.11904761904761904,0.08888886913580685
2024-01-07,3.0,-5.55555555555556,2,2,0,0,0,0,ZMB,0.3333333333333333,0.0
2024-01-14,3.0,-4.36681222707424,1,1,0,0,0,0,ZMB,0.5,0.0
2023-01-08,6.9,1.7568165959959199,2,0,2,0,0,0,ZWE,0.3333333333333333,0.0
2023-01-15,2.8,-8.98876404494382,2,2,0,0,0,0,ZWE,0.3333333333333333,0.0
2023-01-22,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-01-29,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-02-05,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-02-12,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-02-19,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-02-26,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-03-05,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-03-12,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-03-19,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-03-26,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-04-02,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-04-09,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-04-16,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-04-23,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-04-30,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-05-07,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-05-14,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-05-21,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-05-28,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-06-04,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-06-11,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-06-18,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-06-25,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-07-02,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-07-09,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-07-16,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-07-23,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-07-30,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-08-06,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-08-13,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-08-20,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-08-27,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-09-03,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-09-10,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-09-17,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-09-24,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-10-01,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-10-08,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-10-15,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-10-22,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-10-29,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-11-05,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-11-12,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-11-19,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-11-26,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-12-03,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-12-10,1.3,-1.66666666666667,2,2,0,0,0,0,ZWE,0.3333333333333333,0.0
2023-12-17,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-12-24,,,0,0,0,0,0,0,ZWE,1.0,0.0
2023-12-31,,,0,0,0,0,0,0,ZWE,1.0,0.0
2024-01-07,2.0833333333333335,-0.3131791366394134,8,4,3,1,0,0,ZWE,0.25,0.12499984375019532
2024-01-14,1.579800407925408,0.33293126892734687,61,33,17,5,6,0,ZWE,0.23529411764705882,0.18032783929051813
