trial,mae,n_estimators,learning_rate,num_leaves,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,boosting_type,random_state,n_jobs,verbosity
50,0.09422005300720045,538,0.04340595995576029,120,28,0.9234860679340674,0.5997314502470819,1.2051364595093406,1.119036857491176,gbdt,0,-1,-1
51,0.09664579274877494,558,0.04349187864896497,120,22,0.9996074309726312,0.597705617011099,1.115766044807181,1.0888384948240308,gbdt,0,-1,-1
52,0.09649323691172353,1705,0.0317164634417227,121,17,0.9176255649558827,0.5709427814979595,3.491920862009705,1.8464901441917931,gbdt,0,-1,-1
53,0.09622709017068239,859,0.08014445330451549,127,30,0.9204155086733795,0.667069831316289,1.1715028734104727,3.646154793802628,gbdt,0,-1,-1
54,0.09967268785725227,518,0.059244069942710136,105,5,0.7820181663976103,0.6427934570742294,0.0027459467064764,0.5122368954459209,gbdt,0,-1,-1
55,0.09413738821757696,1241,0.03776944317559156,115,40,0.8712790512491887,0.6100614431688605,1.5127633172461417,0.9512210723969724,gbdt,0,-1,-1
56,0.09395988184242293,1498,0.03694816620069822,116,40,0.8703955307038019,0.6091522466349223,2.3789505199175434,0.8222085226918185,gbdt,0,-1,-1
57,0.09549081273759283,1200,0.038763259151491376,112,41,0.8275450737373974,0.5457102807104255,2.565305595559731,2.781300446996643,gbdt,0,-1,-1
58,0.09454091396134782,1505,0.053045113638748725,116,35,0.9403243433874016,0.6045235337847845,1.2576291876110812,1.3958023489096016,gbdt,0,-1,-1
59,0.09772039016239714,1518,0.049339500364674056,87,26,0.9325010446170409,0.5026606692857607,1.2545895149967106,1.4255980771590056,gbdt,0,-1,-1
60,0.09663276950108919,1349,0.029137356283268592,97,35,0.8685154187490272,0.5958173466723783,0.8836317244459914,0.8687140309749983,gbdt,0,-1,-1
61,0.09442249285382874,888,0.04343108181217858,117,33,0.9752942006425191,0.6188318810200162,3.8295469520995784,0.720522474955634,gbdt,0,-1,-1
62,0.09553553814553727,920,0.04469802716429995,109,33,0.9769633425654287,0.6157583443185962,3.540636764613408,0.38930744048201543,gbdt,0,-1,-1
63,0.0955133988809568,1128,0.05696072609492863,116,31,0.9055027295154034,0.6065875636119977,4.570797490704136,0.8029624930885013,gbdt,0,-1,-1
64,0.09647486326645113,796,0.03917921340343913,106,37,0.8538621267154523,0.5613703702887087,2.48778325715527,1.489690172646347,gbdt,0,-1,-1
65,0.0963033099906891,1567,0.04771989990656532,101,27,0.9411817578198531,0.6309749879182175,1.4292825898806387,2.7795323491541106,gbdt,0,-1,-1
66,0.09916199335452269,459,0.06397650989748674,117,47,0.9677150130849839,0.566125755828373,1.057859251108436,0.9413368134568784,gbdt,0,-1,-1
67,0.09678297232556447,705,0.055004882509939804,112,55,0.9887735930982043,0.5943859013428747,4.937986373875093,0.6165007800194037,gbdt,0,-1,-1
68,0.09796412215382688,1001,0.07341949789938777,115,41,0.8923264449269688,0.5320413233024757,0.4512813666384305,4.857733863680813,gbdt,0,-1,-1
69,0.09690119933652099,680,0.053243163357478626,109,20,0.9199511184994001,0.6110000563169616,3.5891161101220397,0.540100875393564,gbdt,0,-1,-1
70,0.09723602141819397,1298,0.036636100625149715,124,36,0.9337144208525495,0.6294669626823967,0.6608262479042801,1.466997890418561,gbdt,0,-1,-1
71,0.09640007060550633,324,0.04282561697050815,122,45,0.8116610764140592,0.582779318297738,1.6388728300099507,0.3975545540735246,gbdt,0,-1,-1
72,0.09481454793008767,2022,0.031291987411617365,117,40,0.9834643911081576,0.6477293355364225,2.3994447549511366,2.39117292487263,gbdt,0,-1,-1
73,0.09979553229414466,1433,0.07512514512814683,123,50,0.9634046995739796,0.6656986536384569,1.4624346171482336,1.33637346908389,gbdt,0,-1,-1
74,0.09886968079730096,1114,0.04685618975360854,118,53,0.7318275843758917,0.9181743747684994,1.9929807242208213,0.8388000048272275,gbdt,0,-1,-1
75,0.09961331848895644,842,0.11177673419287026,113,43,0.9482352506163242,0.6046804502344723,0.8305527029783205,0.2000569223489897,gbdt,0,-1,-1
76,0.09586754033043408,420,0.06180230998788388,123,48,0.9115525529101571,0.6211581264789763,3.001985598347927,1.8328268084235773,gbdt,0,-1,-1
77,0.09594410027240856,635,0.027419542853841787,105,32,0.8883054417938236,0.5777041547043598,0.32313959437059947,0.7151062831763598,gbdt,0,-1,-1
78,0.09599115959969765,1179,0.024933682061587973,110,39,0.9360830281749848,0.6355890923351847,2.0618342643959147,1.0522319364022878,gbdt,0,-1,-1
79,0.09532505569084786,1033,0.0411360612510076,127,25,0.8632024765354362,0.6535065268872297,4.003072710247509,3.0628193710300673,gbdt,0,-1,-1
80,0.09675488885954892,1619,0.03593403796793611,100,42,0.927512107933925,0.5565604467660742,1.0972770355964,0.4564909885275285,gbdt,0,-1,-1
