horizon,fold,config,model,n_test,mae,rmse,dir_acc
5,2,A_EconOnly,ridge,876,0.11187310516834259,0.16368694603443146,0.6952054794520548
5,2,A_EconOnly,lgbm,876,0.0878281717306962,0.1395799490203399,0.7853881278538812
5,2,A_EconOnly,xgboost,876,0.0764119029045105,0.12835292518138885,0.817351598173516
5,2,A_EconOnly,ensemble_lgbm_ridge_prior,876,0.07780725279278008,0.12162422517656322,0.8116438356164384
5,3,A_EconOnly,naive_persistence,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,A_EconOnly,ar1_honest,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,A_EconOnly,ridge,874,0.12503089010715485,0.17208486795425415,0.6590389016018307
5,3,A_EconOnly,lgbm,874,0.10829479444807126,0.1551420649068927,0.7414187643020596
5,3,A_EconOnly,xgboost,874,0.0876757800579071,0.1352311372756958,0.7860411899313501
5,3,A_EconOnly,ensemble_lgbm_ridge_prior,874,0.0890474782135094,0.1316520339451713,0.7860411899313501
5,4,A_EconOnly,naive_persistence,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,A_EconOnly,ar1_honest,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,A_EconOnly,ridge,866,0.1273549497127533,0.17423748970031738,0.7055427251732102
5,4,A_EconOnly,lgbm,866,0.10220762194546393,0.14487207777204164,0.7990762124711316
5,4,A_EconOnly,xgboost,866,0.090489462018013,0.1314173936843872,0.8060046189376443
5,4,A_EconOnly,ensemble_lgbm_ridge_prior,866,0.08881360588537524,0.12599076209738766,0.8325635103926097
5,0,B_EconCrossDomain,naive_persistence,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,B_EconCrossDomain,ar1_honest,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,B_EconCrossDomain,ridge,213,0.12222200632095337,0.1961229145526886,0.6197183098591549
5,0,B_EconCrossDomain,lgbm,213,0.08660775311680613,0.1687777449489155,0.6901408450704225
5,0,B_EconCrossDomain,xgboost,213,0.06301769614219666,0.1475677788257599,0.8169014084507042
5,0,B_EconCrossDomain,ensemble_lgbm_ridge_prior,213,0.06925804682406149,0.1325781299199577,0.755868544600939
5,1,B_EconCrossDomain,naive_persistence,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,B_EconCrossDomain,ar1_honest,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,B_EconCrossDomain,ridge,869,0.12603884935379028,0.17956842482089996,0.6513233601841196
5,1,B_EconCrossDomain,lgbm,869,0.11166087894276265,0.16935973172245328,0.6294591484464902
5,1,B_EconCrossDomain,xgboost,869,0.10220107436180115,0.15840549767017365,0.6754890678941312
5,1,B_EconCrossDomain,ensemble_lgbm_ridge_prior,869,0.09331532405085774,0.14454118938250288,0.6973532796317606
5,2,B_EconCrossDomain,naive_persistence,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,B_EconCrossDomain,ar1_honest,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,B_EconCrossDomain,ridge,876,0.12249943614006042,0.173995241522789,0.704337899543379
5,2,B_EconCrossDomain,lgbm,876,0.08993063574943051,0.1435477701317294,0.773972602739726
5,2,B_EconCrossDomain,xgboost,876,0.08009981364011765,0.13195756077766418,0.8139269406392694
5,2,B_EconCrossDomain,ensemble_lgbm_ridge_prior,876,0.07936242591204258,0.12350051609233866,0.815068493150685
5,3,B_EconCrossDomain,naive_persistence,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,B_EconCrossDomain,ar1_honest,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,B_EconCrossDomain,ridge,874,0.1335514783859253,0.18147951364517212,0.6773455377574371
5,3,B_EconCrossDomain,lgbm,874,0.1132780732662803,0.15893387771082446,0.7482837528604119
5,3,B_EconCrossDomain,xgboost,874,0.0902462899684906,0.1378507763147354,0.7768878718535469
5,3,B_EconCrossDomain,ensemble_lgbm_ridge_prior,874,0.09245083671548415,0.13515715596929204,0.7894736842105263
5,4,B_EconCrossDomain,naive_persistence,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,B_EconCrossDomain,ar1_honest,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,B_EconCrossDomain,ridge,866,0.13433490693569183,0.17876361310482025,0.7240184757505773
5,4,B_EconCrossDomain,lgbm,866,0.10251951294207005,0.14536891438480318,0.7979214780600462
5,4,B_EconCrossDomain,xgboost,866,0.08638519048690796,0.12555964291095734,0.8140877598152425
5,4,B_EconCrossDomain,ensemble_lgbm_ridge_prior,866,0.09181501255486162,0.1272605044158398,0.8221709006928406
5,0,C_TwoStageStack,naive_persistence,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,C_TwoStageStack,ar1_honest,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,C_TwoStageStack,ridge,213,0.10789643973112106,0.18797549605369568,0.6384976525821596
5,0,C_TwoStageStack,lgbm,213,0.08538298834811428,0.16830721960221637,0.7136150234741784
5,0,C_TwoStageStack,xgboost,213,0.06258856505155563,0.15005484223365784,0.8169014084507042
5,0,C_TwoStageStack,ensemble_lgbm_ridge_prior,213,0.06507230601372425,0.13211375377397575,0.7934272300469484
5,0,C_TwoStageStack,two_stage_stacking,213,0.10429473343803743,0.17956597010540568,0.704225352112676
5,1,C_TwoStageStack,naive_persistence,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,C_TwoStageStack,ar1_honest,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,C_TwoStageStack,ridge,869,0.11751995980739594,0.17142018675804138,0.6329113924050633
5,1,C_TwoStageStack,lgbm,869,0.11103270769199287,0.1672276073848857,0.6409666283084005
5,1,C_TwoStageStack,xgboost,869,0.1009991466999054,0.15397125482559204,0.6777905638665133
5,1,C_TwoStageStack,ensemble_lgbm_ridge_prior,869,0.09304229918908057,0.14423265238032884,0.6962025316455697
5,1,C_TwoStageStack,two_stage_stacking,869,0.11465385821868257,0.17157041405621679,0.6455696202531646
5,2,C_TwoStageStack,naive_persistence,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,C_TwoStageStack,ar1_honest,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,C_TwoStageStack,ridge,876,0.11187310516834259,0.16368694603443146,0.6952054794520548
5,2,C_TwoStageStack,lgbm,876,0.0878281717306962,0.1395799490203399,0.7853881278538812
5,2,C_TwoStageStack,xgboost,876,0.0764119029045105,0.12835292518138885,0.817351598173516
5,2,C_TwoStageStack,ensemble_lgbm_ridge_prior,876,0.07780725279278008,0.12162422517656322,0.8116438356164384
5,2,C_TwoStageStack,two_stage_stacking,876,0.09168528494859882,0.13935711841251525,0.8093607305936074
5,3,C_TwoStageStack,naive_persistence,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,C_TwoStageStack,ar1_honest,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,C_TwoStageStack,ridge,874,0.12503089010715485,0.17208486795425415,0.6590389016018307
5,3,C_TwoStageStack,lgbm,874,0.10829479444807126,0.1551420649068927,0.7414187643020596
5,3,C_TwoStageStack,xgboost,874,0.0876757800579071,0.1352311372756958,0.7860411899313501
5,3,C_TwoStageStack,ensemble_lgbm_ridge_prior,874,0.0890474782135094,0.1316520339451713,0.7860411899313501
5,3,C_TwoStageStack,two_stage_stacking,874,0.10760265291759567,0.14765895829526904,0.7837528604118993
5,4,C_TwoStageStack,naive_persistence,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,C_TwoStageStack,ar1_honest,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,C_TwoStageStack,ridge,866,0.1273549497127533,0.17423748970031738,0.7055427251732102
5,4,C_TwoStageStack,lgbm,866,0.10220762194546393,0.14487207777204164,0.7990762124711316
5,4,C_TwoStageStack,xgboost,866,0.090489462018013,0.1314173936843872,0.8060046189376443
5,4,C_TwoStageStack,ensemble_lgbm_ridge_prior,866,0.08881360588537524,0.12599076209738766,0.8325635103926097
5,4,C_TwoStageStack,two_stage_stacking,866,0.12910797291543202,0.1717913654545889,0.812933025404157
5,0,D_TwinEnhanced,naive_persistence,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,D_TwinEnhanced,ar1_honest,213,0.03256968408823013,0.06322963535785675,0.892018779342723
5,0,D_TwinEnhanced,ridge,213,0.12222200632095337,0.1961229145526886,0.6197183098591549
5,0,D_TwinEnhanced,lgbm,213,0.08660775311680613,0.1687777449489155,0.6901408450704225
5,0,D_TwinEnhanced,xgboost,213,0.06301769614219666,0.1475677788257599,0.8169014084507042
5,0,D_TwinEnhanced,ensemble_lgbm_ridge_prior,213,0.06925804682406149,0.1325781299199577,0.755868544600939
5,0,D_TwinEnhanced,twin_enhanced_ensemble,213,0.06749501954695894,0.13459063177581027,0.7887323943661971
5,1,D_TwinEnhanced,naive_persistence,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,D_TwinEnhanced,ar1_honest,869,0.09180232137441635,0.14344161748886108,0.7652474108170311
5,1,D_TwinEnhanced,ridge,869,0.12603884935379028,0.17956842482089996,0.6513233601841196
5,1,D_TwinEnhanced,lgbm,869,0.11166087894276265,0.16935973172245328,0.6294591484464902
5,1,D_TwinEnhanced,xgboost,869,0.10220107436180115,0.15840549767017365,0.6754890678941312
5,1,D_TwinEnhanced,ensemble_lgbm_ridge_prior,869,0.09331532405085774,0.14454118938250288,0.6973532796317606
5,1,D_TwinEnhanced,twin_enhanced_ensemble,869,0.09350927943876754,0.14435710458617496,0.7008055235903338
5,2,D_TwinEnhanced,naive_persistence,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,D_TwinEnhanced,ar1_honest,876,0.07406183332204819,0.12574374675750732,0.843607305936073
5,2,D_TwinEnhanced,ridge,876,0.12249943614006042,0.173995241522789,0.704337899543379
5,2,D_TwinEnhanced,lgbm,876,0.08993063574943051,0.1435477701317294,0.773972602739726
5,2,D_TwinEnhanced,xgboost,876,0.08009981364011765,0.13195756077766418,0.8139269406392694
5,2,D_TwinEnhanced,ensemble_lgbm_ridge_prior,876,0.07936242591204258,0.12350051609233866,0.815068493150685
5,2,D_TwinEnhanced,twin_enhanced_ensemble,876,0.07893736146740973,0.12551281685198018,0.819634703196347
5,3,D_TwinEnhanced,naive_persistence,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,D_TwinEnhanced,ar1_honest,874,0.07406170666217804,0.12088758498430252,0.8272311212814645
5,3,D_TwinEnhanced,ridge,874,0.1335514783859253,0.18147951364517212,0.6773455377574371
5,3,D_TwinEnhanced,lgbm,874,0.1132780732662803,0.15893387771082446,0.7482837528604119
5,3,D_TwinEnhanced,xgboost,874,0.0902462899684906,0.1378507763147354,0.7768878718535469
5,3,D_TwinEnhanced,ensemble_lgbm_ridge_prior,874,0.09245083671548415,0.13515715596929204,0.7894736842105263
5,3,D_TwinEnhanced,twin_enhanced_ensemble,874,0.09094098645332306,0.13508862856397028,0.7871853546910755
5,4,D_TwinEnhanced,naive_persistence,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,D_TwinEnhanced,ar1_honest,866,0.09480898827314377,0.14481115341186523,0.8337182448036952
5,4,D_TwinEnhanced,ridge,866,0.13433490693569183,0.17876361310482025,0.7240184757505773
5,4,D_TwinEnhanced,lgbm,866,0.10251951294207005,0.14536891438480318,0.7979214780600462
5,4,D_TwinEnhanced,xgboost,866,0.08638519048690796,0.12555964291095734,0.8140877598152425
5,4,D_TwinEnhanced,ensemble_lgbm_ridge_prior,866,0.09181501255486162,0.1272605044158398,0.8221709006928406
5,4,D_TwinEnhanced,twin_enhanced_ensemble,866,0.0927286208718915,0.1299558192364912,0.8175519630484989
10,0,A_EconOnly,naive_persistence,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,A_EconOnly,ar1_honest,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,A_EconOnly,ridge,213,0.1765880137681961,0.2644745409488678,0.7417840375586855
10,0,A_EconOnly,lgbm,213,0.1610134630187254,0.2544678827379961,0.7934272300469484
10,0,A_EconOnly,xgboost,213,0.11914107948541641,0.2121575027704239,0.8403755868544601
10,0,A_EconOnly,ensemble_lgbm_ridge_prior,213,0.11386372532098041,0.1830348527592321,0.8450704225352113
10,1,A_EconOnly,naive_persistence,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,A_EconOnly,ar1_honest,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,A_EconOnly,ridge,869,0.19198815524578094,0.2747892737388611,0.7042577675489068
10,1,A_EconOnly,lgbm,869,0.17582112788040524,0.2592647913284393,0.7652474108170311
10,1,A_EconOnly,xgboost,869,0.14879488945007324,0.22816677391529083,0.7848101265822784
10,1,A_EconOnly,ensemble_lgbm_ridge_prior,869,0.13945943405945915,0.2078955391868525,0.8009205983889528
10,2,A_EconOnly,naive_persistence,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,A_EconOnly,ar1_honest,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,A_EconOnly,ridge,872,0.18867017328739166,0.25496721267700195,0.7041284403669725
10,2,A_EconOnly,lgbm,872,0.15093401635877285,0.2130917636105113,0.801605504587156
10,2,A_EconOnly,xgboost,872,0.12832774221897125,0.18475757539272308,0.8360091743119266
10,2,A_EconOnly,ensemble_lgbm_ridge_prior,872,0.1206572033190546,0.17425889570578448,0.8325688073394495
10,3,A_EconOnly,naive_persistence,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,A_EconOnly,ar1_honest,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,A_EconOnly,ridge,864,0.21763211488723755,0.2877640426158905,0.6782407407407407
10,3,A_EconOnly,lgbm,864,0.16166404343320956,0.22092766048543444,0.8067129629629629
10,3,A_EconOnly,xgboost,864,0.1326880007982254,0.187528595328331,0.8240740740740741
10,3,A_EconOnly,ensemble_lgbm_ridge_prior,864,0.1302389261522149,0.1829229085299388,0.8113425925925926
10,4,A_EconOnly,naive_persistence,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,A_EconOnly,ar1_honest,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,A_EconOnly,ridge,842,0.19893042743206024,0.28345105051994324,0.7909738717339667
10,4,A_EconOnly,lgbm,842,0.16600930956275217,0.23992587480948005,0.8574821852731591
10,4,A_EconOnly,xgboost,842,0.14418378472328186,0.2011507749557495,0.8764845605700713
10,4,A_EconOnly,ensemble_lgbm_ridge_prior,842,0.13025398721799203,0.185179222280167,0.8859857482185273
10,0,B_EconCrossDomain,naive_persistence,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,B_EconCrossDomain,ar1_honest,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,B_EconCrossDomain,ridge,213,0.1854700744152069,0.26827409863471985,0.7276995305164319
10,0,B_EconCrossDomain,lgbm,213,0.15863502130442553,0.25334098338479394,0.7934272300469484
10,0,B_EconCrossDomain,xgboost,213,0.11397887766361237,0.20389769971370697,0.8309859154929577
10,0,B_EconCrossDomain,ensemble_lgbm_ridge_prior,213,0.11400759252825077,0.18073529745191108,0.8450704225352113
10,1,B_EconCrossDomain,naive_persistence,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,B_EconCrossDomain,ar1_honest,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,B_EconCrossDomain,ridge,869,0.21266447007656097,0.2957160770893097,0.6869965477560415
10,1,B_EconCrossDomain,lgbm,869,0.17854272982258432,0.26174109739337,0.759493670886076
10,1,B_EconCrossDomain,xgboost,869,0.1512613445520401,0.2359144687652588,0.7859608745684695
10,1,B_EconCrossDomain,ensemble_lgbm_ridge_prior,869,0.14389798406066123,0.21182315434618668,0.810126582278481
10,2,B_EconCrossDomain,naive_persistence,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,B_EconCrossDomain,ar1_honest,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,B_EconCrossDomain,ridge,872,0.1942511349916458,0.2626315951347351,0.7178899082568807
10,2,B_EconCrossDomain,lgbm,872,0.15171244790618443,0.213719334834866,0.7947247706422018
10,2,B_EconCrossDomain,xgboost,872,0.12017008662223816,0.17947563529014587,0.838302752293578
10,2,B_EconCrossDomain,ensemble_lgbm_ridge_prior,872,0.12182574334267976,0.17624129517117643,0.8451834862385321
10,3,B_EconCrossDomain,naive_persistence,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,B_EconCrossDomain,ar1_honest,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,B_EconCrossDomain,ridge,864,0.21581707894802094,0.28445565700531006,0.71875
10,3,B_EconCrossDomain,lgbm,864,0.1624456691898518,0.2228787223269038,0.8194444444444444
10,3,B_EconCrossDomain,xgboost,864,0.12714897096157074,0.18309257924556732,0.8310185185185185
10,3,B_EconCrossDomain,ensemble_lgbm_ridge_prior,864,0.131693416875542,0.18120734694755736,0.8148148148148148
10,4,B_EconCrossDomain,naive_persistence,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,B_EconCrossDomain,ar1_honest,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,B_EconCrossDomain,ridge,842,0.2083304524421692,0.28491997718811035,0.7969121140142518
10,4,B_EconCrossDomain,lgbm,842,0.17556079455300017,0.2553936129377572,0.8515439429928741
10,4,B_EconCrossDomain,xgboost,842,0.13790039718151093,0.1947217434644699,0.8954869358669834
10,4,B_EconCrossDomain,ensemble_lgbm_ridge_prior,842,0.12837631037437647,0.1838232635459945,0.8836104513064132
10,0,C_TwoStageStack,naive_persistence,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,C_TwoStageStack,ar1_honest,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,C_TwoStageStack,ridge,213,0.1765880137681961,0.2644745409488678,0.7417840375586855
10,0,C_TwoStageStack,lgbm,213,0.1610134630187254,0.2544678827379961,0.7934272300469484
10,0,C_TwoStageStack,xgboost,213,0.11914107948541641,0.2121575027704239,0.8403755868544601
10,0,C_TwoStageStack,ensemble_lgbm_ridge_prior,213,0.11386372532098041,0.1830348527592321,0.8450704225352113
10,0,C_TwoStageStack,two_stage_stacking,213,0.17828277855950664,0.2665837128299597,0.7934272300469484
10,1,C_TwoStageStack,naive_persistence,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,C_TwoStageStack,ar1_honest,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,C_TwoStageStack,ridge,869,0.19198815524578094,0.2747892737388611,0.7042577675489068
10,1,C_TwoStageStack,lgbm,869,0.17582112788040524,0.2592647913284393,0.7652474108170311
10,1,C_TwoStageStack,xgboost,869,0.14879488945007324,0.22816677391529083,0.7848101265822784
10,1,C_TwoStageStack,ensemble_lgbm_ridge_prior,869,0.13945943405945915,0.2078955391868525,0.8009205983889528
10,1,C_TwoStageStack,two_stage_stacking,869,0.1710311508841389,0.24908217068160254,0.7583429228998849
10,2,C_TwoStageStack,naive_persistence,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,C_TwoStageStack,ar1_honest,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,C_TwoStageStack,ridge,872,0.18867017328739166,0.25496721267700195,0.7041284403669725
10,2,C_TwoStageStack,lgbm,872,0.15093401635877285,0.2130917636105113,0.801605504587156
10,2,C_TwoStageStack,xgboost,872,0.12832774221897125,0.18475757539272308,0.8360091743119266
10,2,C_TwoStageStack,ensemble_lgbm_ridge_prior,872,0.1206572033190546,0.17425889570578448,0.8325688073394495
10,2,C_TwoStageStack,two_stage_stacking,872,0.13616677537260521,0.1953317549232008,0.8314220183486238
10,3,C_TwoStageStack,naive_persistence,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,C_TwoStageStack,ar1_honest,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,C_TwoStageStack,ridge,864,0.21763211488723755,0.2877640426158905,0.6782407407407407
10,3,C_TwoStageStack,lgbm,864,0.16166404343320956,0.22092766048543444,0.8067129629629629
10,3,C_TwoStageStack,xgboost,864,0.1326880007982254,0.187528595328331,0.8240740740740741
10,3,C_TwoStageStack,ensemble_lgbm_ridge_prior,864,0.1302389261522149,0.1829229085299388,0.8113425925925926
10,3,C_TwoStageStack,two_stage_stacking,864,0.1301830268746268,0.18011853176661743,0.8182870370370371
10,4,C_TwoStageStack,naive_persistence,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,C_TwoStageStack,ar1_honest,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,C_TwoStageStack,ridge,842,0.19893042743206024,0.28345105051994324,0.7909738717339667
10,4,C_TwoStageStack,lgbm,842,0.16600930956275217,0.23992587480948005,0.8574821852731591
10,4,C_TwoStageStack,xgboost,842,0.14418378472328186,0.2011507749557495,0.8764845605700713
10,4,C_TwoStageStack,ensemble_lgbm_ridge_prior,842,0.13025398721799203,0.185179222280167,0.8859857482185273
10,4,C_TwoStageStack,two_stage_stacking,842,0.16765664164780447,0.2234941595893814,0.8254156769596199
10,0,D_TwinEnhanced,naive_persistence,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,D_TwinEnhanced,ar1_honest,213,0.0332043394446373,0.06207449361681938,0.9577464788732394
10,0,D_TwinEnhanced,ridge,213,0.1854700744152069,0.26827409863471985,0.7276995305164319
10,0,D_TwinEnhanced,lgbm,213,0.15863502130442553,0.25334098338479394,0.7934272300469484
10,0,D_TwinEnhanced,xgboost,213,0.11397887766361237,0.20389769971370697,0.8309859154929577
10,0,D_TwinEnhanced,ensemble_lgbm_ridge_prior,213,0.11400759252825077,0.18073529745191108,0.8450704225352113
10,0,D_TwinEnhanced,twin_enhanced_ensemble,213,0.10382904977585489,0.17159183782574478,0.8591549295774648
10,1,D_TwinEnhanced,naive_persistence,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,D_TwinEnhanced,ar1_honest,869,0.10984225571155548,0.16310283541679382,0.8423475258918297
10,1,D_TwinEnhanced,ridge,869,0.21266447007656097,0.2957160770893097,0.6869965477560415
10,1,D_TwinEnhanced,lgbm,869,0.17854272982258432,0.26174109739337,0.759493670886076
10,1,D_TwinEnhanced,xgboost,869,0.1512613445520401,0.2359144687652588,0.7859608745684695
10,1,D_TwinEnhanced,ensemble_lgbm_ridge_prior,869,0.14389798406066123,0.21182315434618668,0.810126582278481
10,1,D_TwinEnhanced,twin_enhanced_ensemble,869,0.14049417627128263,0.21338492581475121,0.812428078250863
10,2,D_TwinEnhanced,naive_persistence,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,D_TwinEnhanced,ar1_honest,872,0.07899202406406403,0.1285216510295868,0.9185779816513762
10,2,D_TwinEnhanced,ridge,872,0.1942511349916458,0.2626315951347351,0.7178899082568807
10,2,D_TwinEnhanced,lgbm,872,0.15171244790618443,0.213719334834866,0.7947247706422018
10,2,D_TwinEnhanced,xgboost,872,0.12017008662223816,0.17947563529014587,0.838302752293578
10,2,D_TwinEnhanced,ensemble_lgbm_ridge_prior,872,0.12182574334267976,0.17624129517117643,0.8451834862385321
10,2,D_TwinEnhanced,twin_enhanced_ensemble,872,0.12070603312081087,0.17773769482307486,0.8394495412844036
10,3,D_TwinEnhanced,naive_persistence,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,D_TwinEnhanced,ar1_honest,864,0.08638913184404373,0.14107821881771088,0.8634259259259259
10,3,D_TwinEnhanced,ridge,864,0.21581707894802094,0.28445565700531006,0.71875
10,3,D_TwinEnhanced,lgbm,864,0.1624456691898518,0.2228787223269038,0.8194444444444444
10,3,D_TwinEnhanced,xgboost,864,0.12714897096157074,0.18309257924556732,0.8310185185185185
10,3,D_TwinEnhanced,ensemble_lgbm_ridge_prior,864,0.131693416875542,0.18120734694755736,0.8148148148148148
10,3,D_TwinEnhanced,twin_enhanced_ensemble,864,0.12881343448494112,0.1821711215356758,0.8159722222222222
10,4,D_TwinEnhanced,naive_persistence,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,D_TwinEnhanced,ar1_honest,842,0.10018488764762878,0.14751720428466797,0.9311163895486936
10,4,D_TwinEnhanced,ridge,842,0.2083304524421692,0.28491997718811035,0.7969121140142518
10,4,D_TwinEnhanced,lgbm,842,0.17556079455300017,0.2553936129377572,0.8515439429928741
10,4,D_TwinEnhanced,xgboost,842,0.13790039718151093,0.1947217434644699,0.8954869358669834
10,4,D_TwinEnhanced,ensemble_lgbm_ridge_prior,842,0.12837631037437647,0.1838232635459945,0.8836104513064132
10,4,D_TwinEnhanced,twin_enhanced_ensemble,842,0.12608309047200078,0.17991177901165833,0.8919239904988123
